fermi_name,fermi_l,fermi_b,fermi_flux,fermi_r95,fermi_class,num_csc_matches,csc_names,csc_fluxes,csc_glons,csc_glats
4FGL J1802.1-2652,3.63374962,-2.10694836,7.168e-12,0.0972,,7,"2CXO J180146.2-265338, 2CXO J180147.6-264941, 2CXO J180150.9-264845, 2CXO J180154.4-265336, 2CXO J180215.5-265314, 2CXO J180219.9-265243, 2CXO J180231.0-265532","9.0551289900788e-15, 1.411818561534e-14, 5.3750390148387e-15, 1.1776496317511e-14, 5.9270748222179e-15, 2.576919067971e-14, 5.8648466851179e-14","3.569462, 3.629403, 3.64881, 3.58508, 3.62898, 3.644535, 3.623918","-2.039762, -2.011628, -2.014626, -2.065946, -2.131276, -2.141264, -2.200086"
4FGL J1748.0-2446,3.8451052,1.69191445,7.9401e-11,0.0156,glc,65,"2CXO J174801.0-244603, 2CXO J174801.5-244619, 2CXO J174801.5-244621, 2CXO J174802.3-244658, 2CXO J174802.6-244602, 2CXO J174803.0-244641, 2CXO J174803.2-244542, 2CXO J174803.3-244632, 2CXO J174803.5-244646, 2CXO J174803.5-244649, 2CXO J174803.5-244651, 2CXO J174803.6-244553, 2CXO J174803.7-244700, 2CXO J174803.8-244641, 2CXO J174803.8-244646, 2CXO J174803.9-244638, 2CXO J174803.9-244647, 2CXO J174804.0-244640, 2CXO J174804.0-244645, 2CXO J174804.1-244648, 2CXO J174804.2-244606, 2CXO J174804.2-244624, 2CXO J174804.2-244625, 2CXO J174804.2-244627, 2CXO J174804.2-244642, 2CXO J174804.2-244701, 2CXO J174804.3-244636, 2CXO J174804.3-244703, 2CXO J174804.4-244543, 2CXO J174804.4-244633, 2CXO J174804.4-244638, 2CXO J174804.4-244641, 2CXO J174804.5-244634, 2CXO J174804.5-244640, 2CXO J174804.5-244642, 2CXO J174804.6-244605, 2CXO J174804.6-244625, 2CXO J174804.6-244709, 2CXO J174804.7-244633, 2CXO J174804.7-244642, 2CXO J174804.8-244628, 2CXO J174804.8-244639, 2CXO J174804.8-244649, 2CXO J174804.9-244537, 2CXO J174805.0-244641, 2CXO J174805.2-244647, 2CXO J174805.3-244631, 2CXO J174805.3-244637, 2CXO J174805.3-244652, 2CXO J174805.3-244656, 2CXO J174805.4-244624, 2CXO J174805.6-244642, 2CXO J174805.6-244643, 2CXO J174805.7-244530, 2CXO J174805.7-244603, 2CXO J174805.8-244535, 2CXO J174805.8-244646, 2CXO J174805.8-244656, 2CXO J174806.0-244624, 2CXO J174806.1-244617, 2CXO J174806.1-244642, 2CXO J174806.2-244546, 2CXO J174806.3-244637, 2CXO J174806.8-244542, 2CXO J174807.4-244602","4.2189391368898e-16, 8.5607734400513e-16, 1.0787013568799e-15, 7.2054579800753e-16, 7.8429154268548e-14, 1.5305256590521e-15, 1.0245993415122e-15, 4.1087777964193e-16, 4.7999583653081e-16, 4.5511316283522e-15, 3.4056605454032e-16, 3.0069183769984e-16, 1.5255326704508e-16, 1.9015700079608e-14, 7.0402307290821e-15, 5.7402032183585e-15, 5.5098543389286e-15, 5.5549086168911e-14, 5.9879141012736e-16, 1.204485755892e-14, 3.2164217356207e-15, 7.1810047260866e-15, 6.7305501770627e-15, 1.4494628338121e-15, 4.5070640769047e-14, 6.805219476054e-15, 3.4525340135186e-14, 1.5982286303114e-14, 3.3806597072189e-15, 8.7230044470903e-16, 5.7554123284068e-14, 1.8125684647268e-15, 1.7261059387938e-15, 2.0485135891861e-15, 1.1744191620927e-14, 5.7229376207728e-15, 3.0292000734962e-16, 7.880261032806e-14, 2.3979459464303e-15, 9.2488358740512e-16, 2.0810100741816e-15, 4.0478132834397e-16, 3.8897379755333e-14, 5.6947486851547e-16, 4.2745230915111e-14, 1.2305296927293e-14, 1.0154662357324e-14, 5.2598624428229e-14, 2.3066767916948e-14, 3.1091173331951e-14, 8.1837838292935e-16, 1.7366996828006e-15, 2.3084804357576e-15, 2.8698351378008e-16, 1.720064160987e-16, 2.700493849751e-15, 3.0500437629031e-16, 4.1430587980005e-16, 4.4155501269835e-15, 1.8761128181297e-14, 3.078583181892e-14, 3.4426644276004e-16, 9.0725235546062e-15, 1.691715971382e-16, 6.2533392024005e-16","3.841881, 3.838817, 3.838417, 3.831388, 3.84514, 3.83679, 3.851154, 3.839348, 3.836495, 3.835741, 3.835291, 3.849454, 3.833703, 3.83818, 3.837126, 3.839099, 3.837115, 3.838936, 3.837669, 3.837306, 3.847197, 3.842993, 3.842831, 3.842424, 3.838776, 3.834343, 3.84045, 3.83397, 3.853238, 3.841352, 3.840082, 3.839299, 3.841363, 3.839843, 3.839507, 3.848521, 3.843624, 3.833293, 3.841911, 3.839674, 3.84332, 3.840682, 3.83836, 3.855587, 3.840616, 3.839467, 3.84347, 3.842146, 3.838475, 3.83765, 3.845392, 3.841577, 3.841435, 3.858826, 3.851077, 3.857871, 3.840958, 3.83861, 3.846703, 3.848418, 3.842502, 3.856031, 3.843949, 3.858073, 3.854401","1.705037, 1.701187, 1.700928, 1.692873, 1.699927, 1.693134, 1.700705, 1.693562, 1.690895, 1.690214, 1.690151, 1.697962, 1.688001, 1.690476, 1.689809, 1.690721, 1.689165, 1.689808, 1.689198, 1.688425, 1.694234, 1.691735, 1.691405, 1.691086, 1.6891, 1.68647, 1.689679, 1.685544, 1.696913, 1.689818, 1.689113, 1.688667, 1.689067, 1.688262, 1.68805, 1.69299, 1.690247, 1.683752, 1.688535, 1.687396, 1.689025, 1.687616, 1.686261, 1.696147, 1.68668, 1.685155, 1.68701, 1.685994, 1.683939, 1.683383, 1.687835, 1.68453, 1.684333, 1.694569, 1.689624, 1.693674, 1.683217, 1.682047, 1.685698, 1.686357, 1.6827, 1.690638, 1.683031, 1.689255, 1.684471"
4FGL J1733.9-2220,4.21750235,5.72120826,4.9848e-12,0.187,,5,"2CXO J173324.4-222537, 2CXO J173331.2-222656, 2CXO J173343.5-222547, 2CXO J173359.5-221015, 2CXO J173413.8-221030","4.6099897829589e-14, 1.888342517959e-14, 2.3846858217008e-14, 7.4665591232579e-15, 2.9728524167534e-14","4.067163, 4.0627, 4.104341, 4.357485, 4.383519","5.782571, 5.748954, 5.719229, 5.806057, 5.757486"
4FGL J1756.1-2516,4.34018977,-0.12940189,3.0865e-11,0.1386,unk,2,"2CXO J175622.0-251544, 2CXO J175634.7-251401","1.1832966853138e-14, 4.4125197114312e-14","4.37994, 4.428878","-0.174841, -0.201685"
4FGL J1730.4-2131,4.46045055,6.84801282,4.0683e-12,0.0937,snr,81,"2CXO J173007.4-212842, 2CXO J173009.3-213025, 2CXO J173021.1-213314, 2CXO J173021.4-213321, 2CXO J173021.5-213427, 2CXO J173022.0-213334, 2CXO J173023.2-213015, 2CXO J173023.4-212558, 2CXO J173024.1-213004, 2CXO J173024.9-212857, 2CXO J173025.0-212602, 2CXO J173025.3-212941, 2CXO J173025.9-212550, 2CXO J173025.9-213337, 2CXO J173026.0-213024, 2CXO J173026.3-213357, 2CXO J173026.6-212845, 2CXO J173026.7-213203, 2CXO J173027.4-213237, 2CXO J173027.8-213019, 2CXO J173027.9-213142, 2CXO J173027.9-213508, 2CXO J173028.1-213235, 2CXO J173028.3-212749, 2CXO J173028.4-212828, 2CXO J173028.8-212805, 2CXO J173028.8-213631, 2CXO J173029.2-213008, 2CXO J173029.6-213434, 2CXO J173030.3-212627, 2CXO J173030.4-212905, 2CXO J173030.4-213535, 2CXO J173030.7-213240, 2CXO J173030.8-213035, 2CXO J173030.9-213342, 2CXO J173031.1-213106, 2CXO J173031.5-213338, 2CXO J173032.0-213310, 2CXO J173032.5-213334, 2CXO J173032.8-212602, 2CXO J173033.0-213055, 2CXO J173033.0-213134, 2CXO J173033.2-212949, 2CXO J173033.3-213200, 2CXO J173033.7-213356, 2CXO J173033.9-213632, 2CXO J173034.3-213238, 2CXO J173034.5-212638, 2CXO J173034.9-213344, 2CXO J173035.2-212633, 2CXO J173035.3-213611, 2CXO J173036.0-213102, 2CXO J173036.2-213410, 2CXO J173036.3-213123, 2CXO J173036.3-213612, 2CXO J173036.6-213331, 2CXO J173036.9-213129, 2CXO J173037.4-212623, 2CXO J173037.6-212633, 2CXO J173037.6-213435, 2CXO J173038.1-213002, 2CXO J173039.4-213236, 2CXO J173039.9-213602, 2CXO J173040.2-212920, 2CXO J173040.8-213554, 2CXO J173040.9-212714, 2CXO J173040.9-213036, 2CXO J173041.5-212732, 2CXO J173041.7-213159, 2CXO J173042.8-213449, 2CXO J173043.3-213220, 2CXO J173045.3-213138, 2CXO J173045.3-213422, 2CXO J173045.6-213242, 2CXO J173045.6-213310, 2CXO J173045.9-213149, 2CXO J173047.0-213155, 2CXO J173047.0-213347, 2CXO J173047.3-213217, 2CXO J173049.7-213127, 2CXO J173050.7-213159","7.3411902732779e-15, 2.8622906961971e-15, 5.9212457472645e-15, 3.1092409759171e-15, 1.3621848573003e-14, 8.22766415121e-15, 6.1110051130492e-15, 7.7762190855219e-16, 4.3477259676522e-15, 6.4718821717656e-15, 3.1071871859333e-15, 1.0638911645312e-15, 3.0876801665019e-16, 1.3122499871571e-15, 2.6812516845269e-15, 1.9252037174295e-15, 4.5980158139821e-16, 1.9069803634054e-15, 3.9856165309977e-16, 1.674533217868e-16, 8.8054710009957e-14, 9.9682045631354e-16, 4.7658725578239e-16, 1.315667681279e-15, 8.6832420394907e-16, 5.2731715128225e-15, 1.1573284323808e-15, 8.5063400591968e-16, 6.4656483903175e-16, 2.8416812765162e-15, 3.1878435866272e-15, 5.3362763512248e-15, 4.4210640621717e-16, 1.5519994339108e-15, 4.3665579393752e-16, 1.6730813778179e-15, 3.8368867585996e-15, 1.2286675398226e-15, 6.5441804492231e-16, 4.3791120081781e-15, 1.7263865595647e-15, 1.1957726143039e-16, 3.206916342446e-16, 8.8815287518771e-16, 1.2210701861933e-15, 2.2224848004064e-15, 1.0092398511144e-14, 1.0368942765341e-15, 7.9756235488661e-14, 2.1670444163875e-16, 3.7846908184879e-15, 6.1758077208028e-16, 1.4515954507533e-15, 5.9314830447106e-17, 2.9888390216631e-15, 2.9585175617051e-14, 1.2139460723109e-14, 3.7308983804526e-16, 1.2879862454493e-14, 9.0245957135941e-16, 2.2277178057182e-14, 1.2212508021035e-14, 2.203587458306e-15, 2.0700823765809e-13, 7.5306985144948e-15, 2.125277485694e-15, 1.6616198387269e-14, 7.9454561402129e-16, 1.8945951954033e-15, 1.4876640994079e-15, 1.4328305900767e-14, 1.1372863436036e-16, 5.3373266504619e-16, 2.9100065585002e-15, 2.0691519835908e-15, 2.5369688560505e-16, 2.1433213033112e-16, 1.4133983761515e-15, 1.0230072518017e-15, 1.5147963280948e-15, 6.2820949083605e-17","4.457222, 4.436993, 4.422277, 4.421264, 4.40596, 4.419542, 4.468865, 4.529739, 4.473355, 4.490899, 4.53214, 4.481272, 4.536808, 4.427027, 4.47271, 4.423369, 4.497314, 4.450861, 4.444359, 4.4776, 4.458425, 4.409915, 4.446483, 4.514095, 4.504966, 4.511346, 4.39225, 4.483269, 4.421418, 4.53759, 4.500627, 4.408849, 4.450689, 4.480254, 4.436446, 4.473571, 4.438709, 4.446271, 4.441679, 4.548693, 4.480236, 4.470945, 4.495992, 4.465362, 4.439202, 4.402891, 4.45876, 4.54386, 4.444495, 4.546334, 4.410785, 4.484728, 4.441085, 4.480521, 4.412586, 4.450928, 4.480424, 4.553285, 4.551727, 4.438125, 4.503559, 4.469917, 4.422659, 4.517671, 4.426292, 4.548812, 4.501271, 4.545789, 4.483504, 4.445914, 4.481834, 4.495883, 4.457266, 4.481757, 4.474997, 4.494935, 4.495599, 4.469302, 4.491073, 4.508018, 4.502404","6.935616, 6.913897, 6.849853, 6.847918, 6.837831, 6.843989, 6.870024, 6.907917, 6.868757, 6.876315, 6.902252, 6.868365, 6.901164, 6.830806, 6.859819, 6.826477, 6.872458, 6.842479, 6.835168, 6.854307, 6.841587, 6.810612, 6.8329, 6.875548, 6.869191, 6.871276, 6.795098, 6.851366, 6.810265, 6.880975, 6.857092, 6.798651, 6.823686, 6.84211, 6.813745, 6.836513, 6.812615, 6.815149, 6.809874, 6.876744, 6.832187, 6.82611, 6.841297, 6.82134, 6.802593, 6.778513, 6.812252, 6.865751, 6.800571, 6.864334, 6.776944, 6.82129, 6.792477, 6.817254, 6.77365, 6.797013, 6.814058, 6.858728, 6.856419, 6.784054, 6.823386, 6.796218, 6.763399, 6.8229, 6.761629, 6.839581, 6.809311, 6.835008, 6.793956, 6.764962, 6.785849, 6.785605, 6.760915, 6.774976, 6.770639, 6.781802, 6.777313, 6.760557, 6.773248, 6.77276, 6.764832"
4FGL J1720.8-1937,4.81695995,9.76529032,5.2769e-12,0.0938,psr,8,"2CXO J172035.2-193532, 2CXO J172052.3-193830, 2CXO J172053.7-193416, 2CXO J172058.3-194243, 2CXO J172059.5-193704, 2CXO J172104.1-193631, 2CXO J172108.7-193554, 2CXO J172109.6-193516","1.5112709369175e-14, 6.7088387562733e-15, 8.9725714084345e-15, 1.2910692908749e-13, 8.9695311761237e-15, 9.5482567982825e-15, 1.15982218071e-14, 3.5837373016763e-14","4.817626, 4.813487, 4.876132, 4.767247, 4.849704, 4.867594, 4.886124, 4.897231","9.83608, 9.753027, 9.787384, 9.694326, 9.742428, 9.732564, 9.723255, 9.726039"
4FGL J1808.9-2607,5.03098759,-3.06515093,3.9379e-12,0.1254,,3,"2CXO J180839.4-260114, 2CXO J180915.7-260127, 2CXO J180921.7-260327","1.2448856918854e-14, 1.6721528215559e-14, 1.7793050136131e-14","5.085735, 5.148246, 5.129564","-2.9585, -3.079358, -3.115122"
4FGL J1801.2-2450,5.29290665,-0.93214076,3.2167e-11,0.0542,PSR,7,"2CXO J180104.0-245200, 2CXO J180106.4-245219, 2CXO J180107.0-245117, 2CXO J180108.9-245335, 2CXO J180113.3-245011, 2CXO J180117.2-245151, 2CXO J180119.4-245401","1.8710794204039e-15, 5.0456824161362e-15, 8.1657960496444e-15, 1.3044606404234e-15, 3.9636172043947e-15, 2.5363492339317e-14, 3.6868564932301e-14","5.25385, 5.253897, 5.270019, 5.240178, 5.297724, 5.280706, 5.253632","-0.8997, -0.910082, -0.903544, -0.92883, -0.915207, -0.94181, -0.96691"
4FGL J1806.9-2455c,5.85564396,-2.09024103,7.6723e-12,0.1109,glc,9,"2CXO J180702.6-245714, 2CXO J180704.5-245850, 2CXO J180704.8-245913, 2CXO J180710.7-245642, 2CXO J180712.7-245219, 2CXO J180712.8-250035, 2CXO J180715.0-245655, 2CXO J180718.7-245954, 2CXO J180722.9-245447","1.3180745046825e-14, 3.805428479311e-15, 1.5986566552646e-14, 2.2324046894069e-15, 6.8897496196046e-15, 1.3215721942888e-15, 1.1239030214022e-14, 5.5764857614522e-14, 1.6641370290989e-14","5.84317, 5.823314, 5.818196, 5.865718, 5.933451, 5.813107, 5.870664, 5.833928, 5.916054","-2.123107, -2.142326, -2.146662, -2.145773, -2.116813, -2.184178, -2.161741, -2.197999, -2.170517"
4FGL J1800.2-2403c,5.8566797,-0.33976102,1.2287e-11,0.0524,,46,"2CXO J180003.5-240426, 2CXO J180004.0-240450, 2CXO J180004.7-240312, 2CXO J180007.5-240512, 2CXO J180007.9-240301, 2CXO J180008.2-240209, 2CXO J180008.6-240406, 2CXO J180009.4-240347, 2CXO J180010.0-240129, 2CXO J180011.6-240247, 2CXO J180011.7-240428, 2CXO J180012.0-240359, 2CXO J180012.1-240502, 2CXO J180012.3-240154, 2CXO J180012.7-240330, 2CXO J180012.8-240446, 2CXO J180013.4-240117, 2CXO J180013.5-240156, 2CXO J180013.9-240307, 2CXO J180014.4-240150, 2CXO J180014.7-240120, 2CXO J180014.7-240156, 2CXO J180015.0-240452, 2CXO J180015.5-240130, 2CXO J180016.3-240142, 2CXO J180018.0-240422, 2CXO J180018.3-240352, 2CXO J180019.3-240518, 2CXO J180019.8-240525, 2CXO J180020.0-240351, 2CXO J180020.1-240555, 2CXO J180020.2-240352, 2CXO J180020.4-240635, 2CXO J180020.7-240511, 2CXO J180021.2-240342, 2CXO J180021.4-240402, 2CXO J180022.1-240258, 2CXO J180022.3-240203, 2CXO J180023.9-240456, 2CXO J180024.0-240434, 2CXO J180026.0-240506, 2CXO J180026.5-240406, 2CXO J180027.5-240334, 2CXO J180027.7-240311, 2CXO J180028.2-240409, 2CXO J180028.3-240357","6.5040754131558e-15, 7.2238940692446e-15, 5.2411997523546e-16, 1.2681059105086e-15, 5.4767317678617e-15, 5.3033587024487e-15, 1.0538567157607e-15, 6.351967114048e-16, 4.0034462387955e-14, 3.8532664824095e-16, 1.702004968632e-14, 1.8597645660202e-15, 1.2418934259839e-15, 2.7596220800256e-15, 8.9364845120531e-16, 1.7078532340051e-15, 2.4318156653139e-15, 3.2152996857028e-15, 2.5830082437698e-15, 5.3194240673126e-15, 9.8976363170626e-15, 1.8783104330378e-15, 2.0814864128907e-15, 1.6007161414765e-15, 4.1445909718745e-15, 1.2859209642966e-14, 1.7934526755195e-15, 1.1022333461529e-15, 2.7860325025796e-15, 8.7245599613309e-15, 4.0965194940234e-15, 4.3565602546182e-15, 1.4522127511486e-15, 2.0032093446156e-16, 1.5655331534026e-15, 1.5990774681019e-14, 8.2030418227262e-16, 3.0474330228422e-15, 3.6242502345528e-15, 2.7929079309684e-15, 1.5374334773517e-14, 2.7131453581612e-15, 2.6901423694629e-15, 9.1949971487189e-16, 1.3260268583728e-15, 7.7575144760876e-15","5.828391, 5.823548, 5.848609, 5.824925, 5.857046, 5.870201, 5.842828, 5.848833, 5.883336, 5.867621, 5.843321, 5.851046, 5.835888, 5.881661, 5.859111, 5.841054, 5.892618, 5.883476, 5.867022, 5.886578, 5.894396, 5.885676, 5.843806, 5.893406, 5.892049, 5.856884, 5.864414, 5.845679, 5.844957, 5.86801, 5.838092, 5.868079, 5.829162, 5.850054, 5.872267, 5.867943, 5.884796, 5.898433, 5.859834, 5.865178, 5.861288, 5.876603, 5.886286, 5.892317, 5.879129, 5.88215","-0.307094, -0.31207, -0.300814, -0.326676, -0.309834, -0.303755, -0.321262, -0.321023, -0.304072, -0.32014, -0.334338, -0.331472, -0.340348, -0.315092, -0.329627, -0.340421, -0.313576, -0.319284, -0.330592, -0.321563, -0.318513, -0.323254, -0.34853, -0.322452, -0.326714, -0.354467, -0.351221, -0.366445, -0.369151, -0.356647, -0.374079, -0.35744, -0.380838, -0.370146, -0.359436, -0.362692, -0.356409, -0.349345, -0.378545, -0.375743, -0.38677, -0.380388, -0.378991, -0.376761, -0.386389, -0.384815"
4FGL J1800.9-2407,5.87689617,-0.51136307,2.5883e-11,0.0467,,7,"2CXO J180047.7-240704, 2CXO J180048.2-240752, 2CXO J180049.8-240725, 2CXO J180050.7-240616, 2CXO J180051.0-240731, 2CXO J180051.3-240529, 2CXO J180056.1-240648","1.6842550805081e-15, 6.2442985715274e-15, 7.5103192481644e-15, 3.3953541878599e-15, 6.2287422768814e-15, 6.4637962873837e-15, 8.7034564359496e-15","5.873868, 5.863109, 5.872489, 5.891098, 5.873446, 5.903443, 5.89342","-0.47481, -0.483069, -0.48453, -0.478079, -0.48926, -0.47373, -0.50051"
4FGL J1759.7-2354,5.94540705,-0.16794147,2.6262e-11,0.0624,,10,"2CXO J175950.2-235600, 2CXO J175951.8-235451, 2CXO J175953.2-235536, 2CXO J175953.8-235556, 2CXO J175954.0-235508, 2CXO J175954.3-235725, 2CXO J175954.7-235547, 2CXO J175958.9-235600, 2CXO J175959.6-235627, 2CXO J180002.7-235514","1.4415487353737e-14, 9.383325149615e-14, 7.4426836920021e-15, 1.908939569399e-15, 6.068037734065e-15, 6.9454600269791e-15, 1.0637223474084e-14, 4.6261110135278e-14, 7.9360513198013e-15, 1.3510371691775e-14","5.92523, 5.944685, 5.936586, 5.933016, 5.94487, 5.912439, 5.936662, 5.941577, 5.936514, 5.959935","-0.193311, -0.188952, -0.199995, -0.204582, -0.198505, -0.218482, -0.206301, -0.222137, -0.22807, -0.228107"
4FGL J1800.7-2355,6.02744197,-0.37166549,3.4655e-11,0.0392,unk,4,"2CXO J180037.0-235556, 2CXO J180040.6-235748, 2CXO J180041.9-235649, 2CXO J180044.1-235751","8.951142007562e-15, 1.7447744342593e-15, 4.0791610275925e-15, 4.351567611346e-15","6.014659, 5.994473, 6.011222, 6.000408","-0.347224, -0.374607, -0.370833, -0.38684"
4FGL J1801.8-2358,6.10679759,-0.61064921,3.903e-11,0.0488,,1,2CXO J180141.1-235721,4.7745907982252e-14,6.114915,-0.571115
4FGL J1741.9-2054,6.42596169,4.90551812,1.1731e-10,0.0152,PSR,5,"2CXO J174155.1-205346, 2CXO J174156.5-205409, 2CXO J174157.2-205412, 2CXO J174159.1-205425, 2CXO J174200.3-205336","1.4380050307932e-15, 3.9087770649007e-15, 3.3931205121521e-13, 2.2666301256762e-15, 4.5206550775978e-15","6.423615, 6.421166, 6.421817, 6.422535, 6.436662","4.917316, 4.909167, 4.906441, 4.898433, 4.901547"
4FGL J1759.5-2312,6.52519607,0.214871,1.9718e-11,0.1864,spp,5,"2CXO J180005.7-231427, 2CXO J180007.7-231823, 2CXO J180009.6-231640, 2CXO J180015.0-231814, 2CXO J180016.9-231811","1.3334766352965e-14, 8.7607710763753e-15, 3.337966797193e-14, 2.3922751753787e-14, 7.2910333886176e-15","6.555423, 6.502362, 6.530843, 6.518391, 6.522701","0.09981, 0.060538, 0.06822, 0.037512, 0.031629"
4FGL J1801.6-2326,6.56944819,-0.31522227,1.2671e-10,0.0389,,3,"2CXO J180144.3-232508, 2CXO J180144.8-232435, 2CXO J180145.9-232645","2.2553503856315e-15, 1.3134845781821e-14, 9.8674711288046e-15","6.588032, 6.596715, 6.567286","-0.316351, -0.313421, -0.334881"
4FGL J1817.7-2517,6.71112019,-4.41620193,4.0776e-12,0.1774,,7,"2CXO J181706.9-251241, 2CXO J181725.2-251148, 2CXO J181726.3-251117, 2CXO J181728.8-251238, 2CXO J181729.0-251203, 2CXO J181734.1-251311, 2CXO J181748.5-251224","2.7138659437886e-14, 2.9417592336106e-14, 1.3134610461392e-14, 4.2463845277486e-14, 1.069842362713e-14, 3.9960768480543e-14, 5.5246920341025e-15","6.708793, 6.75442, 6.763986, 6.74868, 6.757436, 6.749873, 6.786909","-4.249351, -4.303338, -4.302924, -4.321777, -4.317929, -4.343567, -4.38571"
4FGL J1809.8-2408c,6.85895424,-2.28359532,1.4375e-11,0.1884,,58,"2CXO J180911.8-240820, 2CXO J180912.6-240843, 2CXO J180915.5-240442, 2CXO J180915.6-240838, 2CXO J180915.8-240807, 2CXO J180916.2-241235, 2CXO J180918.2-241208, 2CXO J180918.4-240703, 2CXO J180921.6-240728, 2CXO J180923.0-241105, 2CXO J180925.4-241433, 2CXO J180925.7-241655, 2CXO J180926.7-241450, 2CXO J180927.3-240857, 2CXO J180927.5-241053, 2CXO J180928.0-241057, 2CXO J180928.4-241402, 2CXO J180928.9-241548, 2CXO J180929.8-241208, 2CXO J180930.9-241633, 2CXO J180931.2-241418, 2CXO J180931.6-241435, 2CXO J180931.7-240521, 2CXO J180932.0-241256, 2CXO J180932.1-241230, 2CXO J180932.5-241231, 2CXO J180932.6-240825, 2CXO J180933.3-241146, 2CXO J180933.3-241216, 2CXO J180933.9-241316, 2CXO J180934.0-241517, 2CXO J180934.6-240921, 2CXO J180935.6-241120, 2CXO J180936.2-241148, 2CXO J180937.5-240928, 2CXO J180938.1-241216, 2CXO J180938.3-241433, 2CXO J180939.4-241324, 2CXO J180939.5-241250, 2CXO J180940.5-235902, 2CXO J180940.7-241311, 2CXO J180941.5-240734, 2CXO J180941.6-241141, 2CXO J180942.2-240805, 2CXO J180942.4-241440, 2CXO J180942.8-241158, 2CXO J180944.4-241215, 2CXO J180945.2-240133, 2CXO J180945.4-241650, 2CXO J180946.8-240950, 2CXO J181000.4-240630, 2CXO J181002.2-240941, 2CXO J181002.2-241323, 2CXO J181009.6-240516, 2CXO J181013.5-240419, 2CXO J181023.1-240724, 2CXO J181025.9-241030, 2CXO J181031.5-241253","1.1993741130355e-14, 2.1639373611912e-14, 1.2321220496062e-14, 8.3229964673052e-15, 5.2885071175067e-15, 5.4303339814714e-15, 2.5837930178949e-15, 5.8340746437978e-14, 2.1049152508439e-14, 2.1143549399926e-14, 5.649647568319e-15, 6.6053854436289e-15, 3.678615380717e-15, 3.2471161541192e-14, 7.4552583445545e-16, 1.7004493922287e-15, 8.326977282424e-15, 3.9682613333216e-15, 4.6048196949444e-14, 6.1544702007523e-15, 1.9321125687989e-15, 3.4640604133337e-15, 2.9026227661825e-14, 2.7250163847654e-15, 1.6970459259651e-15, 1.6083158856583e-14, 5.6956360020448e-15, 6.3004986793549e-15, 2.6964933303319e-15, 3.4268031618024e-15, 3.096032098663e-14, 2.4502950551415e-15, 9.0170376977916e-15, 2.3377761403791e-15, 4.5424815516391e-15, 9.3714264034614e-15, 6.7440321806655e-15, 9.1144962917472e-15, 3.8048209370853e-15, 2.2214830545345e-14, 5.3682075076358e-15, 1.4517353318601e-14, 1.7302121706149e-15, 5.3867999143134e-15, 4.0056436659733e-15, 3.8899114374051e-15, 7.100526165501e-15, 8.4352886330079e-14, 1.7433819749607e-14, 2.8281211487245e-14, 8.3097985267924e-15, 6.5353474182909e-15, 1.5224958194335e-14, 2.7980011636486e-14, 3.057654136394e-14, 3.3226294175477e-14, 8.3885485744843e-14, 2.2291134455475e-14","6.793864, 6.789696, 6.853635, 6.796525, 6.80436, 6.739927, 6.749951, 6.824587, 6.824487, 6.774233, 6.727911, 6.693915, 6.726303, 6.813386, 6.785538, 6.78543, 6.741005, 6.716128, 6.771527, 6.709127, 6.74241, 6.73902, 6.873957, 6.763789, 6.770304, 6.770894, 6.830809, 6.783297, 6.775949, 6.76237, 6.733111, 6.820935, 6.793701, 6.787971, 6.824593, 6.784621, 6.751566, 6.770632, 6.779131, 6.982404, 6.776004, 6.859699, 6.799676, 6.853203, 6.757574, 6.797768, 6.796452, 6.954182, 6.73128, 6.836291, 6.909829, 6.866726, 6.812485, 6.944659, 6.965681, 6.938413, 6.898224, 6.873426","-2.15673, -2.162448, -2.13978, -2.172087, -2.168312, -2.20584, -2.20869, -2.168434, -2.182689, -2.216167, -2.252044, -2.272204, -2.258881, -2.213282, -2.22953, -2.231973, -2.258023, -2.273764, -2.247443, -2.286633, -2.26952, -2.27311, -2.199163, -2.261281, -2.257905, -2.25946, -2.226713, -2.256192, -2.26012, -2.270111, -2.286656, -2.241115, -2.260065, -2.265981, -2.251569, -2.276023, -2.295071, -2.289393, -2.285259, -2.177651, -2.292015, -2.249578, -2.282968, -2.255995, -2.309591, -2.289196, -2.296767, -2.213414, -2.33716, -2.285631, -2.30385, -2.335679, -2.365195, -2.324738, -2.330038, -2.386826, -2.42121, -2.458837"
