fermi_name,fermi_l,fermi_b,fermi_flux,fermi_r95,fermi_class,num_csc_matches,csc_names,csc_fluxes,csc_glons,csc_glats
4FGL J2058.7+4454,85.9340463,-0.59073184,6.3475e-12,0.2269,spp,38,"2CXO J205741.0+445542, 2CXO J205801.3+445256, 2CXO J205804.2+445809, 2CXO J205808.4+445338, 2CXO J205818.0+450022, 2CXO J205823.8+444619, 2CXO J205825.4+444941, 2CXO J205831.6+445147, 2CXO J205835.3+444639, 2CXO J205835.6+445430, 2CXO J205839.0+445312, 2CXO J205839.3+444736, 2CXO J205839.5+445129, 2CXO J205842.5+445529, 2CXO J205843.5+445617, 2CXO J205844.5+445538, 2CXO J205844.9+445615, 2CXO J205845.7+445651, 2CXO J205846.7+445756, 2CXO J205848.9+444559, 2CXO J205849.8+445727, 2CXO J205849.9+444950, 2CXO J205850.4+444929, 2CXO J205850.6+445125, 2CXO J205850.6+445243, 2CXO J205854.7+445012, 2CXO J205855.8+445631, 2CXO J205858.3+445053, 2CXO J205901.7+445310, 2CXO J205902.6+444640, 2CXO J205904.9+445317, 2CXO J205906.2+444923, 2CXO J205906.2+445712, 2CXO J205917.1+445820, 2CXO J205920.1+445317, 2CXO J205920.7+445515, 2CXO J205922.1+445417, 2CXO J205929.7+450324","5.2956906501117e-14, 2.3014905596851e-14, 2.2997507320139e-14, 5.3899235324623e-15, 1.548026454833e-14, 2.6486704037132e-14, 1.1678031485474e-14, 3.2014984421191e-15, 8.692377381466e-15, 5.909372886972e-15, 1.165216396235e-14, 6.2426586166308e-15, 6.2204965637279e-15, 3.6213414155076e-15, 4.8051240245051e-15, 6.0445658507183e-15, 2.5083313109783e-15, 6.4099095860357e-16, 5.4859339296689e-15, 1.4452663485642e-14, 6.344195792688e-15, 7.9882392021898e-15, 8.8937912593855e-15, 5.4782565683538e-15, 5.9369554613133e-15, 3.2603010037479e-15, 5.0581718291852e-15, 3.3614793210298e-15, 4.1095086511504e-15, 4.9250793954417e-15, 8.3489460589913e-16, 2.2538145615861e-15, 4.5820484208142e-15, 3.0186440756026e-14, 1.3099587761973e-15, 1.3542894710502e-15, 2.259271091174e-15, 3.8913363716372e-14","85.826699, 85.830692, 85.902214, 85.853392, 85.956888, 85.79058, 85.836323, 85.874716, 85.817178, 85.916769, 85.906923, 85.836928, 85.886115, 85.942527, 85.954555, 85.948153, 85.956761, 85.965882, 85.981398, 85.835033, 85.981344, 85.885609, 85.882203, 85.906886, 85.923216, 85.899359, 85.981106, 85.915038, 85.950323, 85.870221, 85.95794, 85.9113, 86.009874, 86.045181, 85.987469, 86.013462, 86.00391, 86.133236","-0.445715, -0.521132, -0.470886, -0.529392, -0.477457, -0.643543, -0.61028, -0.601578, -0.665639, -0.580925, -0.602466, -0.664229, -0.622377, -0.585592, -0.57887, -0.588209, -0.582577, -0.577665, -0.568165, -0.703425, -0.580348, -0.663732, -0.668522, -0.647853, -0.633744, -0.670396, -0.603733, -0.671015, -0.653656, -0.726677, -0.659511, -0.704949, -0.619546, -0.631635, -0.693433, -0.673244, -0.686882, -0.60419"
4FGL J2041.1+4736,86.09667639,3.45376927,2.4088e-11,0.0319,,2,"2CXO J204114.0+473635, 2CXO J204116.6+473658","1.9040606867737e-14, 7.7497658842547e-14","86.107503, 86.117148","3.451228, 3.449267"
4FGL J2038.7+5117,88.79528994,5.99927232,1.7926e-11,0.049,fsrq,9,"2CXO J203836.2+511920, 2CXO J203836.9+511913, 2CXO J203837.7+511904, 2CXO J203837.9+511759, 2CXO J203843.0+511724, 2CXO J203849.4+511721, 2CXO J203850.1+511723, 2CXO J203852.2+511756, 2CXO J203903.2+511714","4.396486609516e-15, 1.2413594147403e-12, 4.0870421292557e-15, 1.050402565206e-14, 1.091456211638e-14, 1.1129785059454e-14, 8.1004644213258e-15, 7.3018469035528e-15, 1.4762211642797e-14","88.808954, 88.808551, 88.807769, 88.793723, 88.793853, 88.803165, 88.804969, 88.815686, 88.823444","6.042959, 6.040375, 6.037315, 6.025974, 6.009646, 5.995648, 5.994586, 5.995689, 5.965693"
4FGL J2140.0+4716,92.64075395,-4.02910029,2.8226e-11,0.0291,PSR,6,"2CXO J213954.8+471714, 2CXO J213955.9+471613, 2CXO J213956.6+471430, 2CXO J213959.7+471736, 2CXO J214001.3+471511, 2CXO J214008.2+471645","6.4878269869491e-15, 7.4348548740403e-15, 5.2271617288957e-16, 1.5050963338783e-15, 2.093477729778e-15, 4.1310433688331e-15","92.641737, 92.632945, 92.615223, 92.65621, 92.632929, 92.664913","-4.00497, -4.019823, -4.042484, -4.00966, -4.042934, -4.036045"
4FGL J2152.0+4718c,94.2287277,-5.31905641,6.3346e-12,0.1008,,9,"2CXO J215203.3+471651, 2CXO J215206.8+471339, 2CXO J215211.8+471420, 2CXO J215216.1+471510, 2CXO J215218.6+471713, 2CXO J215224.6+471454, 2CXO J215224.7+471643, 2CXO J215233.2+471735, 2CXO J215236.9+471659","1.40725323643e-14, 8.1888528452547e-15, 2.5330325095004e-15, 4.320948548618e-15, 6.1148681399393e-15, 4.9703266068662e-15, 4.8894716827926e-15, 3.377910966187e-15, 3.1530483156532e-15","94.214233, 94.188187, 94.206328, 94.224727, 94.251828, 94.240664, 94.259945, 94.287856, 94.289687","-5.34063, -5.388134, -5.388151, -5.385009, -5.362974, -5.403716, -5.380142, -5.384308, -5.398515"
4FGL J2215.6+5135,99.87238018,-4.16915351,1.8579e-11,0.0252,MSP,4,"2CXO J221530.4+513508, 2CXO J221531.7+513613, 2CXO J221532.7+513536, 2CXO J221543.8+513544","1.4528163065601e-14, 2.1982167650863e-14, 8.3144748022238e-14, 5.3466134596071e-15","99.858371, 99.871337, 99.867623, 99.892959","-4.161888, -4.149009, -4.158827, -4.173151"
4FGL J2143.4+6608c,105.45363657,9.87350272,4.1881e-12,0.0502,,30,"2CXO J214257.4+660714, 2CXO J214258.3+660726, 2CXO J214259.7+660655, 2CXO J214300.0+660642, 2CXO J214301.7+660708, 2CXO J214301.9+660644, 2CXO J214302.9+660656, 2CXO J214303.2+660944, 2CXO J214305.0+660653, 2CXO J214305.2+660734, 2CXO J214305.8+660629, 2CXO J214307.1+660653, 2CXO J214311.6+660911, 2CXO J214315.3+660757, 2CXO J214316.8+660548, 2CXO J214318.1+660535, 2CXO J214319.4+660721, 2CXO J214320.9+660651, 2CXO J214321.0+660622, 2CXO J214322.7+661000, 2CXO J214323.0+661000, 2CXO J214326.9+660936, 2CXO J214331.8+660850, 2CXO J214334.0+661044, 2CXO J214343.4+660730, 2CXO J214343.7+660821, 2CXO J214346.3+660839, 2CXO J214350.4+660847, 2CXO J214350.9+660804, 2CXO J214352.9+660809","1.4965687889144e-15, 8.231389778799e-15, 1.4015535615814e-14, 1.8877878905875e-15, 2.3030438260731e-15, 1.4303085267879e-14, 3.6255286244061e-15, 3.093414169898e-15, 1.3699451079517e-14, 2.819104352481e-14, 1.6743852193329e-15, 7.4873949622343e-15, 1.8895118976445e-14, 2.9031807862711e-14, 3.1036145369895e-15, 5.7825249803939e-15, 2.6890517459301e-15, 8.3215934178768e-15, 6.0613774106125e-15, 3.6966321120902e-15, 5.1375716201473e-15, 1.4285610640824e-14, 1.7124269657859e-14, 2.3049800639381e-14, 1.7586490668556e-14, 1.360117039024e-15, 6.7453654010405e-15, 2.7834666529541e-15, 3.9261190380933e-15, 6.895920974065e-15","105.407255, 105.410642, 105.406759, 105.404564, 105.411731, 105.407434, 105.410967, 105.442623, 105.413036, 105.420873, 105.409639, 105.415924, 105.447297, 105.438138, 105.416206, 105.41528, 105.436761, 105.433173, 105.428026, 105.470691, 105.471028, 105.471666, 105.469315, 105.493355, 105.469392, 105.479343, 105.485923, 105.492563, 105.485319, 105.488899","9.892413, 9.89374, 9.885784, 9.882746, 9.886393, 9.881124, 9.882343, 9.917043, 9.879457, 9.887743, 9.87362, 9.877184, 9.90085, 9.881237, 9.852728, 9.848541, 9.869255, 9.86141, 9.855178, 9.898719, 9.898375, 9.88903, 9.874003, 9.895177, 9.844419, 9.854747, 9.855532, 9.852601, 9.843074, 9.841993"
4FGL J2238.5+5903,106.56408171,0.47540697,6.7947e-11,0.0178,PSR,1,2CXO J223827.9+590343,2.5041003470947e-14,106.56182,0.48309
4FGL J2229.0+6114,106.64844362,2.94866315,2.3839e-10,0.0098,PSR,4,"2CXO J222903.3+611412, 2CXO J222903.6+611354, 2CXO J222905.2+611409, 2CXO J222905.9+611407","6.9715402367024e-15, 1.603735235048e-14, 2.9966569472209e-13, 9.9432911459846e-15","106.644585, 106.642574, 106.647413, 106.648469","2.951493, 2.946899, 2.948634, 2.947582"
4FGL J2258.6+5847c,108.75556007,-0.94769241,5.2326e-12,0.2771,sfr,5,"2CXO J230027.7+584501, 2CXO J230035.3+585044, 2CXO J230035.8+585006, 2CXO J230043.0+584322, 2CXO J230043.3+585030","1.5518701220052e-14, 3.1423650556718e-15, 4.0699823700118e-15, 2.8592635880091e-14, 5.9823676889356e-15","108.954411, 109.008954, 109.005406, 108.973085, 109.02296","-1.076696, -0.996738, -1.006809, -1.115543, -1.00742"
4FGL J2256.5+6212c,109.97045065,2.26590606,4.1137e-12,0.2644,,195,"2CXO J225425.3+620938, 2CXO J225501.2+620124, 2CXO J225502.0+621114, 2CXO J225504.8+620839, 2CXO J225507.3+620202, 2CXO J225510.0+620215, 2CXO J225512.2+620101, 2CXO J225512.9+620253, 2CXO J225513.0+620509, 2CXO J225514.2+620138, 2CXO J225514.7+620355, 2CXO J225516.9+620212, 2CXO J225523.8+620105, 2CXO J225525.7+620052, 2CXO J225525.9+620259, 2CXO J225530.5+620404, 2CXO J225530.7+620527, 2CXO J225533.4+615856, 2CXO J225534.2+620411, 2CXO J225535.2+620532, 2CXO J225535.8+620220, 2CXO J225540.3+620156, 2CXO J225540.7+620347, 2CXO J225541.3+620319, 2CXO J225541.7+620421, 2CXO J225541.7+620444, 2CXO J225542.4+621823, 2CXO J225542.5+620441, 2CXO J225543.1+620530, 2CXO J225543.6+620629, 2CXO J225543.9+620036, 2CXO J225544.3+621547, 2CXO J225546.5+615739, 2CXO J225549.3+620503, 2CXO J225549.5+615901, 2CXO J225552.5+615728, 2CXO J225554.1+620331, 2CXO J225554.4+620305, 2CXO J225557.1+620228, 2CXO J225558.0+621358, 2CXO J225558.1+620418, 2CXO J225559.9+620233, 2CXO J225600.1+620335, 2CXO J225601.1+620443, 2CXO J225601.3+620840, 2CXO J225601.8+620316, 2CXO J225602.3+615902, 2CXO J225602.8+620257, 2CXO J225603.4+622711, 2CXO J225604.4+620303, 2CXO J225605.5+620306, 2CXO J225605.5+620634, 2CXO J225605.6+620241, 2CXO J225606.0+622739, 2CXO J225606.8+620433, 2CXO J225607.3+620228, 2CXO J225607.5+615931, 2CXO J225607.6+620331, 2CXO J225607.7+620151, 2CXO J225607.8+615801, 2CXO J225608.3+615817, 2CXO J225608.4+620639, 2CXO J225608.9+615953, 2CXO J225608.9+620114, 2CXO J225608.9+620544, 2CXO J225609.0+620044, 2CXO J225609.1+620334, 2CXO J225609.3+620144, 2CXO J225610.0+620303, 2CXO J225610.0+620349, 2CXO J225610.6+615932, 2CXO J225610.7+620505, 2CXO J225611.2+620210, 2CXO J225611.5+620140, 2CXO J225611.8+615942, 2CXO J225611.9+620035, 2CXO J225612.0+620218, 2CXO J225612.0+620229, 2CXO J225612.2+620426, 2CXO J225612.3+620048, 2CXO J225612.5+620425, 2CXO J225613.0+620058, 2CXO J225613.0+620112, 2CXO J225613.0+620242, 2CXO J225613.1+620207, 2CXO J225613.3+620149, 2CXO J225613.5+615836, 2CXO J225613.9+620217, 2CXO J225614.1+620136, 2CXO J225614.1+620205, 2CXO J225614.8+620124, 2CXO J225615.3+620454, 2CXO J225616.2+620218, 2CXO J225616.3+620018, 2CXO J225616.7+620032, 2CXO J225616.7+620203, 2CXO J225617.0+620158, 2CXO J225617.1+620443, 2CXO J225617.3+621021, 2CXO J225617.4+620158, 2CXO J225617.6+620223, 2CXO J225617.7+620147, 2CXO J225617.7+620226, 2CXO J225617.9+620146, 2CXO J225617.9+620716, 2CXO J225618.1+620143, 2CXO J225618.1+620150, 2CXO J225618.4+615823, 2CXO J225618.6+620147, 2CXO J225619.2+620134, 2CXO J225619.6+620223, 2CXO J225619.8+620719, 2CXO J225620.1+620126, 2CXO J225620.1+620141, 2CXO J225620.2+620219, 2CXO J225620.4+620158, 2CXO J225620.9+620204, 2CXO J225621.0+620311, 2CXO J225622.1+620200, 2CXO J225622.8+620159, 2CXO J225622.9+620140, 2CXO J225623.2+620120, 2CXO J225624.2+620927, 2CXO J225624.9+620412, 2CXO J225625.5+620239, 2CXO J225625.7+620016, 2CXO J225625.8+615748, 2CXO J225626.1+620043, 2CXO J225626.2+615958, 2CXO J225626.3+615704, 2CXO J225626.6+620352, 2CXO J225627.8+615746, 2CXO J225628.2+620033, 2CXO J225628.4+620023, 2CXO J225628.5+615917, 2CXO J225628.5+620610, 2CXO J225629.1+620132, 2CXO J225630.0+620028, 2CXO J225630.2+620126, 2CXO J225630.3+620808, 2CXO J225630.9+620134, 2CXO J225631.0+620002, 2CXO J225631.2+620025, 2CXO J225631.4+615701, 2CXO J225631.4+620107, 2CXO J225631.4+620156, 2CXO J225631.7+620127, 2CXO J225631.9+620509, 2CXO J225632.1+620145, 2CXO J225633.0+620119, 2CXO J225633.0+620400, 2CXO J225633.6+620455, 2CXO J225634.2+621149, 2CXO J225639.4+615847, 2CXO J225640.6+620103, 2CXO J225640.6+620237, 2CXO J225641.3+620749, 2CXO J225641.4+620336, 2CXO J225641.5+620033, 2CXO J225641.6+620015, 2CXO J225641.6+620043, 2CXO J225641.9+620030, 2CXO J225641.9+620134, 2CXO J225642.9+621018, 2CXO J225643.5+620729, 2CXO J225643.7+615822, 2CXO J225644.4+620419, 2CXO J225644.5+620325, 2CXO J225645.0+615801, 2CXO J225645.3+620653, 2CXO J225645.9+615858, 2CXO J225646.2+620126, 2CXO J225646.3+620124, 2CXO J225646.8+620409, 2CXO J225648.3+620914, 2CXO J225649.3+620818, 2CXO J225649.5+615942, 2CXO J225650.4+620943, 2CXO J225653.2+620052, 2CXO J225654.2+620055, 2CXO J225659.9+620439, 2CXO J225702.0+620254, 2CXO J225707.3+620208, 2CXO J225707.3+620613, 2CXO J225708.1+620245, 2CXO J225712.8+620333, 2CXO J225719.7+615825, 2CXO J225719.9+620514, 2CXO J225728.6+620243, 2CXO J225732.1+620259, 2CXO J225736.0+620444, 2CXO J225745.1+620102, 2CXO J225747.5+620030, 2CXO J225754.1+620055, 2CXO J225754.3+620159","1.8486482654858e-13, 2.3771488444929e-15, 3.8471025413682e-14, 1.2460639890067e-14, 9.6405422207451e-15, 1.4849611036967e-14, 4.9890802969453e-15, 1.3382715414676e-15, 3.4691639778224e-15, 2.433946188853e-14, 1.3548078886527e-14, 9.8509322461513e-15, 5.6102458302097e-15, 3.3101752972056e-15, 1.8325673645413e-14, 4.3082571589143e-15, 1.5783413538498e-14, 4.4641155420712e-15, 1.7236057960616e-14, 4.4612252000568e-15, 4.6320725346165e-15, 4.3510872930464e-15, 4.0902588044992e-15, 6.7379985748929e-15, 7.5419819240475e-15, 5.9085070717547e-14, 1.0699343746151e-13, 1.5351306402044e-14, 5.3635461670872e-15, 1.4182578132345e-15, 1.5811787549321e-15, 4.3263512075714e-14, 1.4459151121113e-15, 8.7540371261929e-15, 2.2730744739214e-15, 9.1879606518139e-15, 8.6432411734514e-15, 1.7826271967094e-15, 3.2408693845267e-15, 2.3144597309831e-14, 2.1450792174596e-15, 4.0042205778163e-15, 2.9919602523835e-15, 2.4596776224464e-15, 5.1235644450024e-15, 1.4949094661828e-13, 2.2727947240681e-15, 9.4281509754787e-14, 1.2315742357962e-14, 5.1758251363799e-14, 2.5677491458293e-14, 3.741243282685e-15, 6.3163506451404e-15, 1.1701576601399e-14, 6.2719852144548e-15, 6.0276322289699e-14, 1.6194919982342e-15, 2.5285386295539e-14, 2.1700317967968e-15, 3.5012104899159e-15, 4.4223889421915e-15, 1.1986124557008e-15, 5.78325170314e-16, 1.6059927825847e-15, 5.6155616444784e-15, 1.9338864406821e-15, 1.8267141435549e-15, 5.5501359365301e-16, 2.4428733675926e-15, 4.8952350014597e-16, 4.8743183984194e-15, 4.4152601674868e-15, 5.7098681504423e-15, 3.9287816533913e-15, 2.6057305801469e-15, 9.4435780121566e-16, 3.8949352497943e-15, 4.3445260504235e-15, 5.9846034987726e-15, 7.6748652148037e-15, 2.5066152913336e-15, 4.5825455763292e-15, 3.8094278820567e-15, 2.8298663747832e-15, 2.503862862171e-15, 3.2464642129887e-14, 4.1309616008801e-15, 2.99339570042e-15, 6.5185130891577e-15, 3.6841237497677e-15, 1.8823033638292e-14, 2.8704930289204e-14, 1.4097440193598e-14, 6.7012641303778e-15, 2.8721565933971e-15, 3.9650786181207e-15, 2.8914210208247e-15, 2.5254880240525e-14, 1.0037596449838e-14, 9.8002769098292e-15, 3.8244781601588e-15, 6.1773622568824e-15, 4.6302441368547e-15, 3.2713350665467e-14, 1.7022340366909e-15, 1.9580385158846e-14, 1.9669433337238e-15, 1.7678832912879e-15, 1.7346147589499e-14, 3.2025015506456e-15, 2.7835327098847e-14, 2.2346665876468e-15, 7.853557755177e-15, 1.5130739263022e-14, 7.8312879849195e-16, 3.3533902495167e-15, 1.3113567460389e-14, 4.7215476299158e-15, 2.203911734428e-14, 2.1478275142241e-15, 1.7964679299634e-15, 2.0470907659608e-15, 5.2619155698421e-15, 1.6979001715868e-15, 1.3138027687e-14, 6.4386179207638e-16, 1.0630145402071e-14, 1.3479271861549e-15, 3.6410005965847e-15, 1.2461804088471e-15, 2.8619188494948e-15, 1.82562927747e-15, 6.1715375742776e-15, 9.3476522667743e-15, 1.1114495134267e-15, 6.9251318349756e-15, 7.5508473722788e-15, 1.5766644134641e-15, 1.838397506952e-14, 6.1705114016126e-15, 1.1726775474371e-15, 7.4888167887791e-15, 2.0561091261665e-15, 1.102316191517e-14, 1.5395012771202e-15, 1.0302843636435e-15, 6.7382142455949e-15, 2.6876624249728e-15, 1.8623656971952e-15, 5.9323148846542e-15, 4.1685728778296e-15, 4.0903747599355e-16, 3.5422174833812e-15, 2.7924495276321e-15, 7.5077912358465e-14, 7.3572202532202e-15, 1.7473065385399e-15, 1.560003616802e-15, 3.3011265506826e-15, 1.8233396677394e-16, 3.8271151343211e-15, 3.5718384792964e-15, 1.4290564437455e-14, 2.0131059081814e-14, 1.5233213046703e-14, 1.2127652626304e-14, 1.1077002803051e-15, 5.3573501444406e-15, 6.5846469606607e-14, 4.0504728722859e-15, 1.3464261697763e-15, 1.2793117379232e-15, 6.1547889220609e-16, 4.0258928446819e-15, 1.3904373894387e-14, 6.7935590538529e-15, 6.4510058636016e-15, 3.5085405007099e-15, 1.0563824483316e-14, 2.4645293996841e-15, 2.6355284067403e-15, 5.853063538464e-15, 2.10242305048e-15, 7.0150446787134e-15, 2.5138871865949e-14, 6.2134401879754e-15, 6.7563741698565e-14, 6.9335567967566e-15, 4.9261503843123e-15, 5.5170721662823e-15, 4.8521067269228e-15, 4.0794352023628e-15, 6.9394203716307e-15, 4.2497478124835e-14, 2.5132669637081e-14","109.729243, 109.732597, 109.80507, 109.791246, 109.747902, 109.754228, 109.749253, 109.763967, 109.780475, 109.757157, 109.774537, 109.765925, 109.770146, 109.771942, 109.787569, 109.803479, 109.813734, 109.771759, 109.810816, 109.822252, 109.800463, 109.805338, 109.819509, 109.817036, 109.825255, 109.828018, 109.927367, 109.829121, 109.836064, 109.843824, 109.802169, 109.911945, 109.785602, 109.843565, 109.800776, 109.794747, 109.841017, 109.838439, 109.838822, 109.922951, 109.853687, 109.844384, 109.852277, 109.861959, 109.890703, 109.85285, 109.823447, 109.852482, 110.027198, 109.855961, 109.858216, 109.883105, 109.855393, 110.03507, 109.870889, 109.85687, 109.836124, 109.864863, 109.853163, 109.825915, 109.828798, 109.888698, 109.841191, 109.850841, 109.883141, 109.847346, 109.867889, 109.855145, 109.865822, 109.871242, 109.841693, 109.881508, 109.861746, 109.858559, 109.845027, 109.851567, 109.863925, 109.865271, 109.879607, 109.853818, 109.879934, 109.856308, 109.857814, 109.86859, 109.864573, 109.862759, 109.840091, 109.867301, 109.862688, 109.866049, 109.862532, 109.888447, 109.871431, 109.85719, 109.859662, 109.870505, 109.870471, 109.890196, 109.930781, 109.871094, 109.874547, 109.870241, 109.875057, 109.87055, 109.909999, 109.870519, 109.871401, 109.847369, 109.871961, 109.871528, 109.877901, 109.913663, 109.872031, 109.873929, 109.878567, 109.876433, 109.877976, 109.886234, 109.879765, 109.880796, 109.878767, 109.876922, 109.936582, 109.900406, 109.890195, 109.873573, 109.856198, 109.877662, 109.872422, 109.851948, 109.900915, 109.859454, 109.880052, 109.879228, 109.871536, 109.920677, 109.888777, 109.882727, 109.889948, 109.93789, 109.892219, 109.881219, 109.884565, 109.86051, 109.88967, 109.895668, 109.892654, 109.919499, 109.895648, 109.894126, 109.913222, 109.920749, 109.971107, 109.887394, 109.905638, 109.916848, 109.955141, 109.925232, 109.903601, 109.901527, 109.904878, 109.904043, 109.911642, 109.975583, 109.956684, 109.891943, 109.935666, 109.92927, 109.891738, 109.955581, 109.900176, 109.918239, 109.918179, 109.938617, 109.977586, 109.972675, 109.911677, 109.984588, 109.926601, 109.928598, 109.965228, 109.956629, 109.960439, 109.989431, 109.966279, 109.980222, 109.956059, 110.004847, 110.002397, 110.010467, 110.029704, 110.019731, 110.020093, 110.034858, 110.042643","2.326707, 2.172666, 2.319544, 2.278516, 2.176849, 2.178059, 2.157653, 2.185018, 2.219036, 2.165279, 2.198896, 2.171304, 2.148796, 2.143875, 2.175416, 2.188098, 2.208547, 2.108409, 2.186547, 2.205941, 2.157518, 2.147723, 2.175148, 2.167619, 2.182658, 2.188465, 2.393247, 2.187129, 2.198929, 2.213246, 2.124689, 2.352565, 2.078095, 2.186863, 2.096061, 2.070074, 2.15985, 2.153102, 2.141598, 2.313721, 2.168263, 2.140475, 2.155851, 2.17203, 2.231293, 2.149653, 2.085528, 2.143984, 2.508236, 2.144053, 2.144103, 2.196127, 2.137702, 2.513141, 2.164809, 2.133057, 2.088517, 2.148528, 2.12328, 2.065545, 2.069189, 2.194968, 2.092589, 2.11314, 2.180883, 2.105411, 2.148103, 2.12013, 2.139606, 2.150914, 2.08591, 2.169404, 2.125241, 2.117507, 2.087654, 2.100822, 2.126535, 2.129348, 2.158484, 2.103583, 2.157983, 2.105675, 2.109077, 2.13176, 2.12269, 2.118184, 2.069452, 2.124751, 2.114283, 2.121494, 2.110508, 2.1629, 2.122977, 2.092781, 2.095925, 2.118918, 2.117322, 2.158678, 2.243188, 2.117024, 2.123071, 2.113853, 2.123634, 2.11342, 2.19632, 2.112629, 2.11451, 2.06227, 2.113257, 2.10943, 2.121413, 2.195443, 2.106545, 2.110412, 2.11998, 2.114577, 2.115411, 2.132146, 2.113502, 2.112633, 2.107902, 2.102665, 2.22391, 2.144288, 2.120393, 2.084433, 2.047026, 2.090818, 2.079558, 2.035772, 2.137977, 2.044951, 2.086547, 2.083812, 2.067154, 2.170992, 2.100567, 2.083887, 2.098145, 2.198979, 2.099621, 2.07638, 2.082133, 2.030606, 2.092347, 2.104846, 2.097205, 2.152672, 2.101408, 2.094145, 2.134439, 2.14775, 2.251348, 2.050642, 2.08379, 2.107302, 2.185198, 2.121475, 2.0755, 2.070778, 2.077784, 2.074302, 2.090537, 2.221059, 2.17833, 2.040764, 2.129817, 2.116085, 2.034404, 2.167795, 2.047819, 2.084777, 2.084304, 2.125234, 2.200703, 2.185745, 2.05601, 2.206143, 2.07054, 2.070264, 2.12183, 2.093786, 2.077804, 2.139323, 2.086355, 2.094543, 2.011517, 2.114042, 2.068841, 2.069913, 2.093129, 2.029881, 2.019678, 2.020683, 2.03667"
4FGL J2323.4+5849,111.74102994,-2.12935241,6.1821e-11,0.0119,snr,2,"2CXO J232324.6+584926, 2CXO J232327.9+584842","2.1322751811422e-13, 5.4292248420313e-13","111.739086, 111.741716","-2.121152, -2.135491"
4FGL J2347.0+5141,112.88670398,-9.91519262,3.1663e-11,0.0117,bll,1,2CXO J234704.8+514218,1.9694122002125e-12,112.891389,-9.907798
